name,type,diameter_mm,length_mm,din,gost,strength_class,thread,coating,unit_erp,weight_g_per_piece,weight_source,price_supplier,unit_supplier,price_per_piece_rub,price_note,raw
Болт M10x30 DIN 933,Болт,10.0,30.0,DIN 933,,,полная,,шт,17.1,справочник ГОСТ,1086.8,кг,18.58428,расчёт: 1086.8 руб/кг ÷ 58.5 шт/кг,"Болт 10х 30 DIN 933 резьба полная A2, Кг"
Болт M10x40 DIN 933,Болт,10.0,40.0,DIN 933,,,полная,,шт,22.7,справочник ГОСТ,29,шт,29,цена за шт от поставщика,"Болт 10х 40 DIN 933 резьба полная A2, Шт"
Болт M10x50 DIN 931,Болт,10.0,50.0,DIN 931,,,полная,,шт,28.3,справочник ГОСТ,46.2,шт,46.2,цена за шт от поставщика,"Болт 10х 50 DIN 931 резьба полная A2, Шт"
Болт M10x50 DIN 933,Болт,10.0,50.0,DIN 933,,,полная,,шт,28.3,справочник ГОСТ,42.9,шт,42.9,цена за шт от поставщика,"Болт 10х 50 DIN 933 резьба полная A2, Шт"
Болт M10x60 DIN 933,Болт,10.0,60.0,DIN 933,,,полная,,шт,33.9,справочник ГОСТ,56.67,шт,56.67,цена за шт от поставщика,"Болт 10х 60 DIN 933 резьба полная A2, Шт"
Болт M10x70 DIN 933,Болт,10.0,70.0,DIN 933,,,полная,,шт,39.5,справочник ГОСТ,42.9,шт,42.9,цена за шт от поставщика,"Болт 10х 70 DIN 933 резьба полная A2, Шт"
Болт M10x75 DIN 933,Болт,10.0,75.0,DIN 933,,,полная,,шт,42.3,справочник ГОСТ,38.47,шт,38.47,цена за шт от поставщика,"Болт 10х 75 DIN 933 резьба полная A2, Шт"
Болт M10x80 DIN 933,Болт,10.0,80.0,DIN 933,,,полная,,шт,45.1,справочник ГОСТ,57.2,шт,57.2,цена за шт от поставщика,"Болт 10х 80 DIN 933 резьба полная A2, Шт"
Болт M10x90 DIN 933,Болт,10.0,90.0,DIN 933,,,полная,,шт,50.7,справочник ГОСТ,61.6,шт,61.6,цена за шт от поставщика,"Болт 10х 90 DIN 933 резьба полная A2, Шт"
Болт M10x100 DIN 933,Болт,10.0,100.0,DIN 933,,,полная,,шт,56.3,справочник ГОСТ,50.75,шт,50.75,цена за шт от поставщика,"Болт 10х100 DIN 933 резьба полная A2, Шт"
Болт M10x120 DIN 933,Болт,10.0,120.0,DIN 933,,,полная,,шт,67.5,справочник ГОСТ,61.71,шт,61.71,цена за шт от поставщика,"Болт 10х120 DIN 933 резьба полная A2, Шт"
Болт M12x30 DIN 933,Болт,12.0,30.0,DIN 933,,,полная,,шт,29.7,справочник ГОСТ,35.1,шт,35.1,цена за шт от поставщика,"Болт 12х 30 DIN 933 резьба полная A2, Шт"
Болт M12x35 DIN 933,Болт,12.0,35.0,DIN 933,,,полная,,шт,34.6,справочник ГОСТ,37.18,шт,37.18,цена за шт от поставщика,"Болт 12х 35 DIN 933 резьба полная A2, Шт"
Болт M12x40 DIN 933,Болт,12.0,40.0,DIN 933,,,полная,,шт,39.5,справочник ГОСТ,47.82,шт,47.82,цена за шт от поставщика,"Болт 12х 40 DIN 933 резьба полная A2, Шт"
Болт M12x50 DIN 933,Болт,12.0,50.0,DIN 933,,,полная,,шт,49.3,справочник ГОСТ,42.3,шт,42.3,цена за шт от поставщика,"Болт 12х 50 DIN 933 резьба полная A2, Шт"
Болт M12x60 DIN 933,Болт,12.0,60.0,DIN 933,,,полная,,шт,59.1,справочник ГОСТ,77,шт,77,цена за шт от поставщика,"Болт 12х 60 DIN 933 резьба полная A2, Шт"
Болт M12x70 DIN 933,Болт,12.0,70.0,DIN 933,,,полная,,шт,68.9,справочник ГОСТ,58,шт,58,цена за шт от поставщика,"Болт 12х 70 DIN 933 резьба полная A2, Шт"
Болт M12x75 DIN 933,Болт,12.0,75.0,DIN 933,,,полная,,шт,73.8,справочник ГОСТ,55.15,шт,55.15,цена за шт от поставщика,"Болт 12х 75 DIN 933 резьба полная A2, Шт"
Болт M12x80 DIN 931,Болт,12.0,80.0,DIN 931,,,неполная,,шт,78.7,справочник ГОСТ,68,шт,68,цена за шт от поставщика,"Болт 12х 80 DIN 931 резьба неполная A2, Шт"
Болт M12x80 DIN 933,Болт,12.0,80.0,DIN 933,,,полная,,шт,78.7,справочник ГОСТ,92.95,шт,92.95,цена за шт от поставщика,"Болт 12х 80 DIN 933 резьба полная A2, Шт"
Болт M12x90 DIN 933,Болт,12.0,90.0,DIN 933,,,полная,,шт,88.5,справочник ГОСТ,92.4,шт,92.4,цена за шт от поставщика,"Болт 12х 90 DIN 933 резьба полная A2, Шт"
Болт M12x100 DIN 933,Болт,12.0,100.0,DIN 933,,,полная,,шт,98.3,справочник ГОСТ,100.1,шт,100.1,цена за шт от поставщика,"Болт 12х100 DIN 933 резьба полная A2, Шт"
Болт M12x110 DIN 933,Болт,12.0,110.0,DIN 933,,,полная,,шт,108.1,справочник ГОСТ,87,шт,87,цена за шт от поставщика,"Болт 12х110 DIN 933 резьба полная A2, Шт"
Болт M12x120 DIN 933,Болт,12.0,120.0,DIN 933,,,полная,,шт,117.9,справочник ГОСТ,107.8,шт,107.8,цена за шт от поставщика,"Болт 12х120 DIN 933 резьба полная A2, Шт"
Болт M14x75 DIN 933,Болт,14.0,75.0,DIN 933,,,полная,,шт,116.3,справочник ГОСТ,93.98,шт,93.98,цена за шт от поставщика,"Болт 14х 75 DIN 933 резьба полная A2, Шт"
Болт M16x60 DIN 933,Болт,16.0,60.0,DIN 933,,,полная,,шт,130.2,справочник ГОСТ,159.39,шт,159.39,цена за шт от поставщика,"Болт 16х 60 DIN 933 резьба полная A2, Шт"
Болт M16x70 DIN 933,Болт,16.0,70.0,DIN 933,,,полная,,шт,151.6,справочник ГОСТ,177.1,шт,177.1,цена за шт от поставщика,"Болт 16х 70 DIN 933 резьба полная A2, Шт"
Болт M16x75 DIN 933,Болт,16.0,75.0,DIN 933,,,полная,,шт,162.3,справочник ГОСТ,108.75,шт,108.75,цена за шт от поставщика,"Болт 16х 75 DIN 933 резьба полная A2, Шт"
Болт M16x80 DIN 931,Болт,16.0,80.0,DIN 931,,,неполная,,шт,173.0,справочник ГОСТ,493,кг,85.289,расчёт: 493 руб/кг ÷ 5.8 шт/кг,"Болт 16х 80 DIN 931 резьба неполная A2, Кг"
Болт M16x80 DIN 933,Болт,16.0,80.0,DIN 933,,,полная,,шт,173.0,справочник ГОСТ,194.81,шт,194.81,цена за шт от поставщика,"Болт 16х 80 DIN 933 резьба полная A2, Шт"
Болт M16x100 DIN 933,Болт,16.0,100.0,DIN 933,,,полная,,шт,215.8,справочник ГОСТ,143,шт,143,цена за шт от поставщика,"Болт 16х100 DIN 933 резьба полная A2, Шт"
Болт M16x120 DIN 933,Болт,16.0,120.0,DIN 933,,,полная,,шт,258.6,справочник ГОСТ,174,шт,174,цена за шт от поставщика,"Болт 16х120 DIN 933 резьба полная A2, Шт"
Болт M16x130 DIN 931,Болт,16.0,130.0,DIN 931,,,неполная,,шт,280.0,справочник ГОСТ,755,кг,211.4,расчёт: 755 руб/кг ÷ 3.6 шт/кг,"Болт 16х130 DIN 931 резьба неполная A2, Кг"
Болт M16x160 DIN 931,Болт,16.0,160.0,DIN 931,,,неполная,,шт,344.2,справочник ГОСТ,152.38,шт,152.38,цена за шт от поставщика,"Болт 16х160 DIN 931 резьба неполная A2, Шт"
Болт M18x75 DIN 933,Болт,18.0,75.0,DIN 933,,,полная,,шт,,,182.58,шт,182.58,цена за шт от поставщика,"Болт 18х 75 DIN 933 резьба полная A2, Шт"
Болт M20x50 DIN 933,Болт,20.0,50.0,DIN 933,,,полная,,шт,199.0,справочник ГОСТ,159.39,шт,159.39,цена за шт от поставщика,"Болт 20х 50 DIN 933 резьба полная A2, Шт"
Болт M20x60 DIN 933,Болт,20.0,60.0,DIN 933,,,полная,,шт,235.0,справочник ГОСТ,221.38,шт,221.38,цена за шт от поставщика,"Болт 20х 60 DIN 933 резьба полная A2, Шт"
Болт M20x70 DIN 933,Болт,20.0,70.0,DIN 933,,,полная,,шт,271.0,справочник ГОСТ,247.94,шт,247.94,цена за шт от поставщика,"Болт 20х 70 DIN 933 резьба полная A2, Шт"
Болт M20x75 DIN 931,Болт,20.0,75.0,DIN 931,,,неполная,,шт,289.0,справочник ГОСТ,196.27,шт,196.27,цена за шт от поставщика,"Болт 20х 75 DIN 931 резьба неполная A2, Шт"
Болт M20x80 DIN 933,Болт,20.0,80.0,DIN 933,,,полная,,шт,307.0,справочник ГОСТ,265.65,шт,265.65,цена за шт от поставщика,"Болт 20х 80 DIN 933 резьба полная A2, Шт"
Болт M20x90 DIN 933,Болт,20.0,90.0,DIN 933,,,полная,,шт,343.0,справочник ГОСТ,283.36,шт,283.36,цена за шт от поставщика,"Болт 20х 90 DIN 933 резьба полная A2, Шт"
Болт M20x100 DIN 933,Болт,20.0,100.0,DIN 933,,,полная,,шт,379.0,справочник ГОСТ,309.93,шт,309.93,цена за шт от поставщика,"Болт 20х100 DIN 933 резьба полная A2, Шт"
Болт M20x120 DIN 933,Болт,20.0,120.0,DIN 933,,,полная,,шт,451.0,справочник ГОСТ,354.2,шт,354.2,цена за шт от поставщика,"Болт 20х120 DIN 933 резьба полная A2, Шт"
Болт M20x140 DIN 933,Болт,20.0,140.0,DIN 933,,,полная,,шт,523.0,справочник ГОСТ,513.69,шт,513.69,цена за шт от поставщика,"Болт 20х140 DIN 933 резьба полная A4, Шт"
Болт M20x150 DIN 931,Болт,20.0,150.0,DIN 931,,,неполная,,шт,559.0,справочник ГОСТ,427.85,шт,427.85,цена за шт от поставщика,"Болт 20х150 DIN 931 резьба неполная A2, Шт"
Болт M24x90 DIN 931,Болт,24.0,90.0,DIN 931,,,неполная,,шт,578.0,справочник ГОСТ,220.63,шт,220.63,цена за шт от поставщика,"Болт 24х 90 DIN 931 резьба неполная A2, Шт"
Болт M24x100 DIN 933,Болт,24.0,100.0,DIN 933,,,полная,,шт,638.0,справочник ГОСТ,487.03,шт,487.03,цена за шт от поставщика,"Болт 24х100 DIN 933 резьба полная A2, Шт"
Болт M24x120 DIN 933,Болт,24.0,120.0,DIN 933,,,полная,,шт,758.0,справочник ГОСТ,549.01,шт,549.01,цена за шт от поставщика,"Болт 24х120 DIN 933 резьба полная A2, Шт"
Болт M27x80 DIN 933,Болт,27.0,80.0,DIN 933,,,полная,,шт,715.0,справочник ГОСТ,554.4,шт,554.4,цена за шт от поставщика,"Болт 27х 80 DIN 933 резьба полная A2, Шт"
Болт M14x1 DIN 961 цинк,Болт,14.0,1.5,DIN 961,,10.9,,цинк,шт,,,520,кг,,,"Болт 14х1,5х 65 цинк DIN 961 кл.пр.10.9, Кг"
Болт M16x1 ГОСТ 7805-70 цинк,Болт,16.0,1.5,,ГОСТ 7805-70,10.9,,цинк,шт,,,232,кг,,,"Болт 16х1,5х 80 цинк ГОСТ 7805-70 кл.пр.10.9, Кг"
Гайка M12 ГОСТ 52645-2006 цинк,Гайка,12.0,,,ГОСТ 52645-2006,10,,цинк,шт,17.0,справочник ГОСТ,385,кг,6.545,расчёт: 385 руб/кг ÷ 58.8 шт/кг,"Гайка 12 ГОСТ 52645-2006 кл.пр.10 цинк, Кг"
Гайка M16 ГОСТ 52645-2006 цинк,Гайка,16.0,,,ГОСТ 52645-2006,10,,цинк,шт,37.0,справочник ГОСТ,567.89,кг,21.01193,расчёт: 567.89 руб/кг ÷ 27.0 шт/кг,"Гайка 16 ГОСТ 52645-2006 кл.пр.10 цинк, Кг"
Гайка M18 ГОСТ 52645-2006,Гайка,18.0,,,ГОСТ 52645-2006,10,,,шт,54.0,справочник ГОСТ,539,кг,29.106,расчёт: 539 руб/кг ÷ 18.5 шт/кг,"Гайка 18 ГОСТ 52645-2006 кл.пр.10, Кг"
Гайка M20 ГОСТ 52645-2006,Гайка,20.0,,,ГОСТ 52645-2006,10,,,шт,72.0,справочник ГОСТ,609,кг,43.848,расчёт: 609 руб/кг ÷ 13.9 шт/кг,"Гайка 20 ГОСТ 52645-2006 кл.пр.10, Кг"
Гайка M22 ГОСТ 53664-2006,Гайка,22.0,,,ГОСТ 53664-2006,10,,,шт,97.0,справочник ГОСТ,501.93,кг,48.68721,расчёт: 501.93 руб/кг ÷ 10.3 шт/кг,"Гайка 22 ГОСТ 53664-2006 кл.пр.10, Кг"
Гайка M24 ГОСТ 52645-2006 цинк,Гайка,24.0,,,ГОСТ 52645-2006,12,,цинк,шт,126.0,справочник ГОСТ,385,кг,48.51,расчёт: 385 руб/кг ÷ 7.9 шт/кг,"Гайка 24 ГОСТ 52645-2006 кл.пр.12 цинк, Кг"
Гайка M24 ГОСТ 53664-2009,Гайка,24.0,,,ГОСТ 53664-2009,10,,,шт,126.0,справочник ГОСТ,486.2,кг,61.2612,расчёт: 486.2 руб/кг ÷ 7.9 шт/кг,"Гайка 24 ГОСТ 53664-2009 кл.пр.10 110. ХЛ., Кг"
Гайка M24 ГОСТ 5927-70,Гайка,24.0,,,ГОСТ 5927-70,10,,,шт,126.0,справочник ГОСТ,392,кг,49.392,расчёт: 392 руб/кг ÷ 7.9 шт/кг,"Гайка 24 ГОСТ 5927-70 кл.пр.10, Кг"
Гайка M27 ГОСТ 52645-2006,Гайка,27.0,,,ГОСТ 52645-2006,10,,,шт,178.0,справочник ГОСТ,616,кг,109.648,расчёт: 616 руб/кг ÷ 5.6 шт/кг,"Гайка 27 ГОСТ 52645-2006 кл.пр.10, Кг"
Гайка M42 ГОСТ 52645-2006,Гайка,42.0,,,ГОСТ 52645-2006,10,,,шт,668.0,справочник ГОСТ,572,кг,382.096,расчёт: 572 руб/кг ÷ 1.5 шт/кг,"Гайка 42 ГОСТ 52645-2006 кл.пр.10 ХЛ К, Кг"
Гайка M6 DIN 934 ГОСТ 5915-70,Гайка,6.0,,DIN 934,ГОСТ 5915-70,10,,без покрытия,шт,2.23,справочник ГОСТ,312.88,кг,0.697722,расчёт: 312.88 руб/кг ÷ 448.4 шт/кг,"Гайка  6 DIN 934 ГОСТ 5915-70 кл.пр.10 без покрытия, Кг"
Гайка M8 DIN 934 ГОСТ 5915-70,Гайка,8.0,,DIN 934,ГОСТ 5915-70,10,,без покрытия,шт,5.26,справочник ГОСТ,314.6,кг,1.654796,расчёт: 314.6 руб/кг ÷ 190.1 шт/кг,"Гайка  8 DIN 934 ГОСТ 5915-70 кл.пр.10 без покрытия, Кг"
Гайка M10 DIN 934 ГОСТ 5915-70,Гайка,10.0,,DIN 934,ГОСТ 5915-70,10,,без покрытия,шт,9.91,справочник ГОСТ,420.5,кг,4.167155,расчёт: 420.5 руб/кг ÷ 100.9 шт/кг,"Гайка 10 DIN 934 ГОСТ 5915-70 кл.пр.10 без покрытия, Кг"
Гайка M12 DIN 934 ГОСТ 5915-70,Гайка,12.0,,DIN 934,ГОСТ 5915-70,10,,без покрытия,шт,17.0,справочник ГОСТ,429,кг,7.293,расчёт: 429 руб/кг ÷ 58.8 шт/кг,"Гайка 12 DIN 934 ГОСТ 5915-70 кл.пр.10 без покрытия, Кг"
Гайка M12 ГОСТ 5915-70,Гайка,12.0,,,ГОСТ 5915-70,,,,шт,17.0,справочник ГОСТ,13.52,шт,13.52,цена за шт от поставщика,"Гайка 12 ГОСТ 5915-70 09Г2С, Шт"
Гайка M14 DIN 934 ГОСТ 5915-70,Гайка,14.0,,DIN 934,ГОСТ 5915-70,8,,без покрытия,шт,26.0,справочник ГОСТ,328.9,кг,8.5514,расчёт: 328.9 руб/кг ÷ 38.5 шт/кг,"Гайка 14 DIN 934 ГОСТ 5915-70 кл.пр.8 без покрытия, Кг"
Гайка M16 DIN 934 ГОСТ 5915-70,Гайка,16.0,,DIN 934,ГОСТ 5915-70,10,,без покрытия,шт,37.0,справочник ГОСТ,456.75,кг,16.89975,расчёт: 456.75 руб/кг ÷ 27.0 шт/кг,"Гайка 16 DIN 934 ГОСТ 5915-70 кл.пр.10 без покрытия, Кг"
Гайка M16 ГОСТ 5915-70,Гайка,16.0,,,ГОСТ 5915-70,,,без покрытия,шт,37.0,справочник ГОСТ,620.14,кг,22.94518,расчёт: 620.14 руб/кг ÷ 27.0 шт/кг,"Гайка 16 ГОСТ 5915-70 без покрытия 09Г2С, Кг"
Гайка M18 DIN 934 ГОСТ 5915-70,Гайка,18.0,,DIN 934,ГОСТ 5915-70,8,,без покрытия,шт,54.0,справочник ГОСТ,286,кг,15.444,расчёт: 286 руб/кг ÷ 18.5 шт/кг,"Гайка 18 DIN 934 ГОСТ 5915-70 кл.пр.8 без покрытия, Кг"
Гайка M20 DIN 934 ГОСТ 5915-70,Гайка,20.0,,DIN 934,ГОСТ 5915-70,10,,без покрытия,шт,72.0,справочник ГОСТ,326.56,кг,23.51232,расчёт: 326.56 руб/кг ÷ 13.9 шт/кг,"Гайка 20 DIN 934 ГОСТ 5915-70 кл.пр.10 без покрытия, Кг"
Гайка M22 DIN 934 ГОСТ 5915-70,Гайка,22.0,,DIN 934,ГОСТ 5915-70,8,,без покрытия,шт,97.0,справочник ГОСТ,290,кг,28.13,расчёт: 290 руб/кг ÷ 10.3 шт/кг,"Гайка 22 DIN 934 ГОСТ 5915-70 кл.пр.8 без покрытия, Кг"
Гайка M24 DIN 934 ГОСТ 5915-70,Гайка,24.0,,DIN 934,ГОСТ 5915-70,10,,без покрытия,шт,126.0,справочник ГОСТ,338.8,кг,42.6888,расчёт: 338.8 руб/кг ÷ 7.9 шт/кг,"Гайка 24 DIN 934 ГОСТ 5915-70 кл.пр.10 без покрытия, Кг"
Гайка M27 DIN 934 ГОСТ 5915-70,Гайка,27.0,,DIN 934,ГОСТ 5915-70,10,,без покрытия,шт,178.0,справочник ГОСТ,391.5,кг,69.687,расчёт: 391.5 руб/кг ÷ 5.6 шт/кг,"Гайка 27 DIN 934 ГОСТ 5915-70 кл.пр.10 без покрытия, Кг"
Гайка M30 DIN 934 ГОСТ 5915-70,Гайка,30.0,,DIN 934,ГОСТ 5915-70,10,,без покрытия,шт,235.0,справочник ГОСТ,500.25,кг,117.55875,расчёт: 500.25 руб/кг ÷ 4.3 шт/кг,"Гайка 30 DIN 934 ГОСТ 5915-70 кл.пр.10 без покрытия, Кг"
Гайка M36 DIN 934 ГОСТ 5915-70,Гайка,36.0,,DIN 934,ГОСТ 5915-70,10,,без покрытия,шт,410.0,справочник ГОСТ,354.64,кг,145.4024,расчёт: 354.64 руб/кг ÷ 2.4 шт/кг,"Гайка 36 DIN 934 ГОСТ 5915-70 кл.пр.10 без покрытия, Кг"
Гайка M36 DIN 934 ГОСТ 5927-70,Гайка,36.0,,DIN 934,ГОСТ 5927-70,12,,без покрытия,шт,410.0,справочник ГОСТ,328.9,кг,134.849,расчёт: 328.9 руб/кг ÷ 2.4 шт/кг,"Гайка 36 DIN 934 ГОСТ 5927-70 кл.пр.12 без покрытия, Кг"
Гайка M42 DIN 934 ГОСТ 5915-70,Гайка,42.0,,DIN 934,ГОСТ 5915-70,8,,без покрытия,шт,668.0,справочник ГОСТ,498.22,кг,332.81096,расчёт: 498.22 руб/кг ÷ 1.5 шт/кг,"Гайка 42 DIN 934 ГОСТ 5915-70 кл.пр.8 без покрытия, Кг"
Гайка M48 DIN 934 ГОСТ 5915-70,Гайка,48.0,,DIN 934,ГОСТ 5915-70,8,,без покрытия,шт,1010.0,справочник ГОСТ,111.65,кг,112.7665,расчёт: 111.65 руб/кг ÷ 1.0 шт/кг,"Гайка 48 DIN 934 ГОСТ 5915-70 кл.пр.8 без покрытия, Кг"
Гайка M6 ГОСТ 5915-70 цинк,Гайка,6.0,,,ГОСТ 5915-70,10,,цинк,шт,2.23,справочник ГОСТ,314.6,кг,0.701558,расчёт: 314.6 руб/кг ÷ 448.4 шт/кг,"Гайка  6 ГОСТ 5915-70 кл.пр.10 цинк, Кг"
Гайка M8 DIN 934 ГОСТ 5915-70 цинк,Гайка,8.0,,DIN 934,ГОСТ 5915-70,10,,цинк,шт,5.26,справочник ГОСТ,321.97,кг,1.693562,расчёт: 321.97 руб/кг ÷ 190.1 шт/кг,"Гайка  8 DIN 934 ГОСТ 5915-70 кл.пр.10 цинк, Кг"
Гайка M10 DIN 934 ГОСТ 5915-70 цинк,Гайка,10.0,,DIN 934,ГОСТ 5915-70,10,,цинк,шт,9.91,справочник ГОСТ,540,кг,5.3514,расчёт: 540 руб/кг ÷ 100.9 шт/кг,"Гайка 10 DIN 934 ГОСТ 5915-70 кл.пр.10 цинк, Кг"
Гайка M10x1 DIN 934 ГОСТ 5915-70 цинк,Гайка,10.0,1.25,DIN 934,ГОСТ 5915-70,8,,цинк,шт,9.91,справочник ГОСТ,221.69,кг,2.196948,расчёт: 221.69 руб/кг ÷ 100.9 шт/кг,"Гайка 10х1,25 DIN 934 ГОСТ 5915-70 кл.пр.8 цинк, Кг"
Гайка M12 DIN 934 ГОСТ 5915-70 цинк,Гайка,12.0,,DIN 934,ГОСТ 5915-70,10,,цинк,шт,17.0,справочник ГОСТ,363.23,кг,6.17491,расчёт: 363.23 руб/кг ÷ 58.8 шт/кг,"Гайка 12 DIN 934 ГОСТ 5915-70 кл.пр.10 цинк, Кг"
Гайка M14 DIN 934 ГОСТ 5915-70 цинк,Гайка,14.0,,DIN 934,ГОСТ 5915-70,8,,цинк,шт,26.0,справочник ГОСТ,249.55,кг,6.4883,расчёт: 249.55 руб/кг ÷ 38.5 шт/кг,"Гайка 14 DIN 934 ГОСТ 5915-70 кл.пр.8 цинк, Кг"
Гайка M14x1 DIN 934 ГОСТ 5915-70 цинк,Гайка,14.0,1.5,DIN 934,ГОСТ 5915-70,8,,цинк,шт,26.0,справочник ГОСТ,863.37,кг,22.44762,расчёт: 863.37 руб/кг ÷ 38.5 шт/кг,"Гайка 14х1,5 DIN 934 ГОСТ 5915-70 кл.пр.8 цинк, Кг"
Гайка M16 DIN 934 ГОСТ 5915-70 цинк,Гайка,16.0,,DIN 934,ГОСТ 5915-70,10,,цинк,шт,37.0,справочник ГОСТ,539,кг,19.943,расчёт: 539 руб/кг ÷ 27.0 шт/кг,"Гайка 16 DIN 934 ГОСТ 5915-70 кл.пр.10 цинк, Кг"
Гайка M16 цинк,Гайка,16.0,,,,8,,цинк,шт,37.0,справочник ГОСТ,420.5,кг,15.5585,расчёт: 420.5 руб/кг ÷ 27.0 шт/кг,"Гайка 16 ГОСТ ISO 4032 кл.пр.8 цинк, Кг"
Гайка M18 DIN 934 ГОСТ 5915-70 цинк,Гайка,18.0,,DIN 934,ГОСТ 5915-70,10,,цинк,шт,54.0,справочник ГОСТ,1592.68,кг,86.00472,расчёт: 1592.68 руб/кг ÷ 18.5 шт/кг,"Гайка 18 DIN 934 ГОСТ 5915-70 кл.пр.10 цинк, Кг"
Гайка M20 DIN 934 ГОСТ 5915-70 цинк,Гайка,20.0,,DIN 934,ГОСТ 5915-70,10,,цинк,шт,72.0,справочник ГОСТ,350.49,кг,25.23528,расчёт: 350.49 руб/кг ÷ 13.9 шт/кг,"Гайка 20 DIN 934 ГОСТ 5915-70 кл.пр.10 цинк, Кг"
Гайка M20 цинк,Гайка,20.0,,,,8,,цинк,шт,72.0,справочник ГОСТ,693.06,кг,49.90032,расчёт: 693.06 руб/кг ÷ 13.9 шт/кг,"Гайка 20 ГОСТ ISO 4032 кл.пр.8 цинк, Кг"
Гайка M22 DIN 934 ГОСТ 5915-70 цинк,Гайка,22.0,,DIN 934,ГОСТ 5915-70,8,,цинк,шт,97.0,справочник ГОСТ,338.8,кг,32.8636,расчёт: 338.8 руб/кг ÷ 10.3 шт/кг,"Гайка 22 DIN 934 ГОСТ 5915-70 кл.пр.8 цинк, Кг"
Гайка M24 DIN 934 ГОСТ 5915-70 цинк,Гайка,24.0,,DIN 934,ГОСТ 5915-70,10,,цинк,шт,126.0,справочник ГОСТ,353.99,кг,44.60274,расчёт: 353.99 руб/кг ÷ 7.9 шт/кг,"Гайка 24 DIN 934 ГОСТ 5915-70 кл.пр.10 цинк, Кг"
Гайка M27 DIN 934 ГОСТ 5915-70 цинк,Гайка,27.0,,DIN 934,ГОСТ 5915-70,12,,цинк,шт,178.0,справочник ГОСТ,387.8,кг,69.0284,расчёт: 387.8 руб/кг ÷ 5.6 шт/кг,"Гайка 27 DIN 934 ГОСТ 5915-70 кл.пр.12 цинк, Кг"
Гайка M27x2 DIN 934 ГОСТ 5915-70 цинк,Гайка,27.0,2.0,DIN 934,ГОСТ 5915-70,8,,цинк,шт,178.0,справочник ГОСТ,749.81,кг,133.46618,расчёт: 749.81 руб/кг ÷ 5.6 шт/кг,"Гайка 27х2 DIN 934 ГОСТ 5915-70 кл.пр.8 цинк, Кг"
Гайка M30 DIN 934 ГОСТ 5915-70 цинк,Гайка,30.0,,DIN 934,ГОСТ 5915-70,8,,цинк,шт,235.0,справочник ГОСТ,217.5,кг,51.1125,расчёт: 217.5 руб/кг ÷ 4.3 шт/кг,"Гайка 30 DIN 934 ГОСТ 5915-70 кл.пр.8 цинк, Кг"
Гайка M30 ГОСТ 5915-70 горячий цинк,Гайка,30.0,,,ГОСТ 5915-70,8,,горячий цинк,шт,235.0,справочник ГОСТ,543.4,кг,127.699,расчёт: 543.4 руб/кг ÷ 4.3 шт/кг,"Гайка 30 ГОСТ 5915-70 кл.пр.8 горячее цинкование, Кг"
Гайка M36 DIN 934 ГОСТ 5915-70 цинк,Гайка,36.0,,DIN 934,ГОСТ 5915-70,8,,цинк,шт,410.0,справочник ГОСТ,472.48,кг,193.7168,расчёт: 472.48 руб/кг ÷ 2.4 шт/кг,"Гайка 36 DIN 934 ГОСТ 5915-70 кл.пр.8 цинк, Кг"
Гайка M48 DIN 934 ГОСТ 5915-70 цинк,Гайка,48.0,,DIN 934,ГОСТ 5915-70,8,,цинк,шт,1010.0,справочник ГОСТ,431.2,кг,435.512,расчёт: 431.2 руб/кг ÷ 1.0 шт/кг,"Гайка 48 DIN 934 ГОСТ 5915-70 кл.пр.8 цинк, Кг"
Гайка M56 DIN 934 ГОСТ 5915-70 цинк,Гайка,56.0,,DIN 934,ГОСТ 5915-70,8,,цинк,шт,,,431.2,кг,,,"Гайка 56 DIN 934 ГОСТ 5915-70 кл.пр.8 цинк, Кг"
Гайка M3 DIN 934 ГОСТ 5915-70 цинк,Гайка,3.0,,DIN 934,ГОСТ 5915-70,,,цинк,шт,,,304.5,кг,,,"Гайка  3 DIN 934 ГОСТ 5915-70 цинк, Кг"
Гайка M4 DIN 934 ГОСТ 5915-70 цинк,Гайка,4.0,,DIN 934,ГОСТ 5915-70,,,цинк,шт,0.75,справочник ГОСТ,348,кг,0.261,расчёт: 348 руб/кг ÷ 1333.3 шт/кг,"Гайка  4 DIN 934 ГОСТ 5915-70 цинк, Кг"
Гайка M5 DIN 934 ГОСТ 5915-70 цинк,Гайка,5.0,,DIN 934,ГОСТ 5915-70,,,цинк,шт,1.41,справочник ГОСТ,319,кг,0.44979,расчёт: 319 руб/кг ÷ 709.2 шт/кг,"Гайка  5 DIN 934 ГОСТ 5915-70 цинк, Кг"
Гайка M6 DIN 934 ГОСТ 5915-70 цинк,Гайка,6.0,,DIN 934,ГОСТ 5915-70,,,цинк,шт,2.23,справочник ГОСТ,217.5,кг,0.485025,расчёт: 217.5 руб/кг ÷ 448.4 шт/кг,"Гайка  6 DIN 934 ГОСТ 5915-70 цинк, Кг"
Гайка M27 ГОСТ 5927-70 горячий цинк,Гайка,27.0,,,ГОСТ 5927-70,6,,горячий цинк,шт,178.0,справочник ГОСТ,232,кг,41.296,расчёт: 232 руб/кг ÷ 5.6 шт/кг,"Гайка 27 шестигранная ГОСТ 5927-70 кл.пр.6 горячее цинкование, Кг"
